id;name;region;city;address;website;phone;fax;email;director;legal_form;source_url
521;Санаторий «Лаго-Наки»;Республика Адыгея;;385781, Республика Адыгея, Майкопский район, хутор Красный мост, улица Шоссейная, дом 20;http://www.lagonaki.com/;+7 (861) 212-34-43, +7 (960) 499-19-19 (WA);;bron@lagonaki.com;Четаева Галина Сергеевна;филиал акционерного общества;https://sanatoria.ru/san.php?org=521
522;ФГУ санаторий «Байкал» ФСБ Листвянка;;;664521, РФ, Иркутская обл., Иркутский район, р. п. Листвянка;;+7 (3952) 490-373, 490-433, 112-412, 112-174;490-299;sanbaikal@inbox.ru;;ФГУ;https://sanatoria.ru/san.php?org=522
523;ФГУ центральный клинический санаторий им.;Краснодарский край;Сочи;354010, РФ, Краснодарский край, г. Сочи, ул. Виноградная, д. 35;;+7 (8622) 53-04-97;53-04-87;;;ФГУ;https://sanatoria.ru/san.php?org=523
524;Оздоровительный комплекс «Прометей» Небуг;Краснодарский край;;352831, Краснодарский край, Туапсинский район, п. Небуг О К «Прометей»;http://www.ok-prometey.ru/;+7 (86167) 98-151, 98-316;98-151, 98-316;marketing@ok-prometey.ru;Замураев Валерий Анатольевич;филиал;https://sanatoria.ru/san.php?org=524
525;Клинический санаторий «Барвиха» Подмосковье;Московская область;;143083, Московская область, Одинцовский район, санаторий «Барвиха»;http://www.barvihamed.ru/;+7 (495) 635-66-06;635-99-06;ame@barvihamed.ru;Молчанов Константин Иванович;Федеральное государственное учреждение;https://sanatoria.ru/san.php?org=525
526;Оздоровительный центр;;;152986, Ярославская обл., Рыбинский район, д. Дегтярицы, д. 101;http://vybordeti.ru/;+7 (485) 520-49-00, +7 930 121-03-46, +7 961 025-30-34;;v-yarzdrav@yandex.ru;;;https://sanatoria.ru/san.php?org=526
527;ООО Санаторий-профилакторий «ТОМНА»;;Кинешма;155810, г. Кинешма, Ивановская обл., ул. Веснина, д.7а;;+7 (49331) 9-53-52, 9-53-54;9-51-68;santomna90@mail.ru;Купцова Наталья Анатольевна;ООО;https://sanatoria.ru/san.php?org=527
528;ЗАО «Санаторий Светлана»;г. Москва;Москва;129336, г. Москва, ул. Таёжная, д. 1;http://www.san-svetlana.ru/;+7 (495) 276-23-33, 651-93-57;457-31-17;info@san-svetlana.ru;Левит Аркадий Олегович;ЗАО;https://sanatoria.ru/san.php?org=528
529;Санаторий «Радуга»;Республика Башкортостан;Уфа;450092, Республика Башкортостан, г. Уфа, ул. Авроры, 14/1;http://www.spraduga.ru/;+7 (347) 256-25-04, 256-25-08, 254-41-48;;raduga1966@yandex.ru;Шамсутдинов Альберт Рашитович;;https://sanatoria.ru/san.php?org=529
530;Санаторий «Плаза»;Ставропольский край;Кисловодск;357800, Ставропольский край, г. Кисловодск, пр. Ленина, д. 26−28;http://plazaspa.net/kislovodsk;+7 (800) 775-44-00, +7(87937)9-34-00;;plaza@plazaspa.net;Азарова Марина Александровна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=530
531;АНО «Санаторий «Свободный»;Амурская область;Свободный;676450, Амурская область, г. Свободный, ул. Куйбышева, 32;http://www.sanatorii-svobodnyi.ru/;+7 (41643) 3-23-25, 3-23-11;3-24-55;ano@amur.ru;;;https://sanatoria.ru/san.php?org=531
532;Санаторий «Красная Талка»;Краснодарский край;Геленджик;353460, Краснодарский край, г. Геленджик, ул. Мира, 38;http://www.talka.ru/;8 800 700-79-77 (бесп. звонок), +7 (86141) 4-00-60;;zakaz@talka.ru;Димитриев Константин Триондофилович;открытое акционерное общество;https://sanatoria.ru/san.php?org=532
533;Теплоход «Михаил Фрунзе»;;Нижний Новгород;603001, г. Нижний Новгород, пл. Маркина, д. 15а;http://www.vftour.ru/;+7 (831) 461-80-26, 461-82-29;461-80-30, 461-80-27;vftour@sandy.ru;Наумов Владимир;общество с ограниченное ответственностью;https://sanatoria.ru/san.php?org=533
534;Санаторий-профилакторий «Монди»;Республика Коми;Сыктывкар;167026, Республика Коми, г. Сыктывкар, ул. Мира, д. 23;http://vitaslpk.ru/;+7 (8212) 69-85-19, 69-92-02, +7 (912) 861-28-16;69-81-83;Vera.Bender@mondigroup.com;;акционерное общество;https://sanatoria.ru/san.php?org=534
535;Санаторий «Омский» — центр реабилитации Фонда Социального;;Омск;644012, г. Омск, ул. Березовая, 1;http://www.sanom.ru/;+7 (3812) 24-25-88, 24-26-34;24-28-73;sanom@mail.ru;Зюзько Елена Владимировна;Учреждение;https://sanatoria.ru/san.php?org=535
536;ОАО «Ульяновсккурорт»: санаторий Им.;;Ульяновск;432063, г. Ульяновск, ул. Карла Маркса, 5;http://www.ulkurort.ru/;+7 (8422) 41-05-00, 41-04-13;41-70-46;info@ulkurort.ru;Дунаев Ростислав Андреевич;ОАО;https://sanatoria.ru/san.php?org=536
537;Санаторий-профилакторий «Родник»;Иркутская область;Ангарск;665825, Иркутская область, г. Ангарск, ул. Чайковского, 51, ОАО «Ангарская нефтехимическая компания» санаторий-профилакторий «Родник»;;+7 (3955) 57-17-01, 57-17-10;57-17-00;of59@anhk.rosneft.ru;Распопин Юрий Анатольевич;открытое акционерное общество;https://sanatoria.ru/san.php?org=537
538;ГУ санаторий «Бэс Чагда»;Московская область;;143030, Московская область, Одинцовский р-н, пос. Сосны, строение 1;http://www.bes-chagda.ru/;+7 (495) 630-22-08, 651-45-15, 630-22-20;651-45-15;bes-chagda@mtu-net.ru;Ефремова Любовь Дмитриевна;государственное учреждение;https://sanatoria.ru/san.php?org=538
539;Санаторий-профилакторий «Янтарь» ОАО «РЖД»;Калининградская область;Светлогорск;238560, Калининградская область, г. Светлогорск, ул. Ленина, 50;http://www.sanatyantar.ru/;+7 (40153) 21-608, 21-609;22-659;san-yantar@mail.ru;Никулин Андрей Иванович;ОАО;https://sanatoria.ru/san.php?org=539
540;Санаторий-профилакторий «Лукоморье»;Оренбургская область;;462803, Оренбургская область, Новоорский район, п. Энергетик, д. 49;http://sp-lukomorie.ru/;+7 (35363) 4-27-97, 4-32-33;4-27-97;sev-splukomorie@mail.ru;Семёнова Елена Викторовна;открытое акционерное общество;https://sanatoria.ru/san.php?org=540
541;Санаторий Лунево на Волге;;;156539, Костромская обл., Костромской р-н, п/о Сухоногово;http://www.lunevo.ru/;+7 (4942) 66-42-10, 66-42-02;66-42-10;lunevo@yandex.ru;Беляков Андрей Алексеевич;ООО;https://sanatoria.ru/san.php?org=541
542;Санаторий «Ташир»;;Сочи;354217, г. Сочи, п. Лазаревское, пер. Павлова, 19;http://www.sochi.tashir.com/;+7 (8622) 70-95-14, 70-95-16;90-60-41;tashir_s@mail.ru;Кривенда Елена Леонидовна;ООО;https://sanatoria.ru/san.php?org=542
543;Санаторий «Родник»;Краснодарский край;;353456, Краснодарский край, г-к Анапа, Пионерский проспект, 30;http://anapa-rodnik.com/;+7 (86133) 3-37-53, +7(800)100-18-02;;san_rodnik@mail.ru;Кузьменко Владимир Сергеевич;открытое акционерное общество;https://sanatoria.ru/san.php?org=543
544;Клинический санаторий «Волга»;Самарская область;Самара;443029, Самарская область, г. Самара, Седьмая просека;http://skkcvo.ru/sanatorii/klinicheskij-sanatorij-volga/;+7 (800) 100-13-15, +7 (846) 994-53-58, +7 (846) 994-40-16;;volga.pytevka@mail.ru;;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=544
545;Санаторий-профилакторий «Серебряный меридиан»;Свердловская область;Североуральск;624480, Свердловская область, г. Североуральск, ул. Ватутина, д. 5а;http://xn--80abjcabvbf4ajh2aceg0puc.xn--p1ai/;+7 (34380) 4-28-98, 4-28-99;4-20-42;larisa.arslanova@rusal.com;Добрин Андрей Леонидович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=545
546;Санаторий-профилакторий «Березка»;Республика Башкортостан;Стерлитамак;453120, Республика Башкортостан, г. Стерлитамак, ул. Ибрагимова, д. 1;;+7 (3473) 24-32-20, 24-30-10;24-04-76;cpberezka@mail.ru;Гулынина Татьяна Ивановна;ООО;https://sanatoria.ru/san.php?org=546
547;ФГБУ санаторий «Шафраново» Минздрава России;Республика Башкортостан;;452100, Россия, Республика Башкортостан, Альшеевский район, село Шафраново, ул. Железнодорожная, д. 20;http://sanshafranovo.ru/;+7 (34754) 2-53-11, 2-52-20;2-50-05;info@sanshafranovo.ru;Ибрагимов Галим Хакимьянович;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=547
548;Туберкулезный санаторий «Теберда»;Карачаево-Черкесская Республика;Теберда;369211, Карачаево-Черкесская Республика, г. Теберда, ул. Карачаевская, 20;http://sanatori-teberda.ru/;+7 (87879) 5-15-67, 5-21-01;5-21-01;teberda-sanatori@yandex.ru;Байчорова Людмила Хасановна;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=548
549;Санаторий «Солнечный берег» НЛПУ ОООИ ВОС;Краснодарский край;Геленджик;353465, Краснодарский край, г. Геленджик, ул. Луначарского, д. 129;;+7 (86141) 3-32-99, 3-33-81;2-10-13, 3-29-10;sb_gel@mail.ru;Момот Валентина Михайловна;НЛПУ;https://sanatoria.ru/san.php?org=549
550;Медико-санитарная часть «Центр здоровья «Энергетик» Беловский филиал;;Белово;652644, Кемеровская обл., г. Белово, пгт. Инской, ул. Парковая 2А;;+7 (38452) 98-6-67, 97-6-68;98-6-67;Dobarinal2008@rambler.ru;Полякова Нина Павловна;ЗАО;https://sanatoria.ru/san.php?org=550
551;Санаторий «Минеральный»;Краснодарский край;Хадыженск;352680, Краснодарский край, Апшеронский район, г. Хадыженск, ул. Германенко, 2;http://www.miner1.ru/;+7 (86152) 4-12-77, 4-13-92;4-10-37;san_min@mail.kuban.ru;Киланов Александр Васильевич;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=551
552;Санаторий «Белые Ночи»;Краснодарский край;;354214, РФ, Краснодарский край, Сочи Л-214 п. Уч-Дере;http://www.belienochi.ru/;+7 (8622) 527-182, 527-305;527-069;parus@sochi.com;Толстопятов Василий Семенович;ЗАО «Санаторий «Белые Ночи» - дочернее общество ОАО «Кировский завод»;https://sanatoria.ru/san.php?org=552
553;Санаторий «Воробьево»;Калужская область;;249054, Калужская область, Малоярославецкий район, п/о Алешково;http://www.vorobievo.com/;+7 (48431) 25-035;25-202;sanat@kaluga.ru;;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=553
554;Санаторий-профилакторий «Заря»;Архангельская область;Коряжма;165651, Архангельская область, г. Коряжма, ул. Восточная, д. 1;;+7 (81850) 3-45-54 директор, 3-46-09 бухгалтерия, 3-77-41 экономист;;spzarya@gmail.com;Сидоров Александр Васильевич;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=554
555;Санаторий-профилакторий «Восток-УЛАН»;;Саянск;666303, Иркутская обл, г. Саянск, проезд Лесной, 1;;+7 (39553) 7-16-61, 7-15-77, 7-18-77;+7 (39553) 7-16-61;vostokulan@mail.ru;Сургина Евгения Владимировна;закрытое акционерное общество;https://sanatoria.ru/san.php?org=555
556;Детский санаторий «Медуница г. Рубцовска»;Алтайский край;Рубцовск;658225, Алтайский край, г. Рубцовск, ул. Южная, д. 2;http://medunicarub.ucoz.ru/;+7 (38557) 4-93-46, 4-93-47, 4-93-00;4-93-64;rub.medunica@mail.ru;Кулеш Сергей Григорьевич;краевое государственное бюджетное учреждение здравоохранения;https://sanatoria.ru/san.php?org=556
557;Санаторий-профилакторий «Романтика»;Кемеровская область;Междуреченск;652877, Кемеровская область, г. Междуреченск, ул. Юности, 6;;+7 (38475) 4-26-34, 2-11-84;2-35-97;spromantika@mail.ru;Селезнёв Владимир Анатольевич, главный врач - Быкасов Б;общество с ограниченной отвественностью;https://sanatoria.ru/san.php?org=557
558;Санаторий «Родник»;Саратовская область;Хвалынск;412780, Саратовская область, г. Хвалынск, санаторий Родник;;+7 (84595) 2-41-25, 2-41-11, 2-41-30;2-41-25;sanrodnik@rambler.ru;Ветренко Виктория Васильевна;закрытое акционерное общество;https://sanatoria.ru/san.php?org=558
559;Санаторий-профилакторий «Железнодорожник»;Нижегородская область;;606531, Нижегородская область, Городецкий район, д. Соболиха, д.3ж;;+7 (8316) 141-845 - администратор, 141-871 - директор;141-845;grmore@mail.ru;Еремин Александр Дмитриевич;структурное подразделение;https://sanatoria.ru/san.php?org=559
560;Пансионат «Олимпийский-Дагомыс»;;Сочи;354207, г. Сочи, пос. Дагомыс, ул. Ленинградская, 7а;http://olimp.sochi.com/;+7 (8622) 521-194, 90-13-90;524-625;olimp_bron@mail.ru, olimp@sochi.com;Подповетный Андрей Валерьевич;открытое акционерное общество;https://sanatoria.ru/san.php?org=560
561;Санаторий-профилакторий «Солнечный»;Оренбургская область;Оренбург;460023, Оренбургская область, г. Оренбург, ул. Турбинная, д. 58;http://solnce56.ru/;+7 (3532) 78-80-02, 78-80-18;78-80-02;secr@sun.orene.ru;Мазуровская Лариса Вадимовна;акционерное общество;https://sanatoria.ru/san.php?org=561
562;Санаторий-профилакторий «Золотой берег» ФНС России;Приморский край;Владивосток;690034, Приморский край, г. Владивосток, бухта Лазурная, а/я 34/12;http://www.zbereg.ru/;+7 (4232) 240-256, 240-258;240-255, 240-256;zbereg@mail.ru;Матвиенко Алексей Павлович;ФГЛПУ;https://sanatoria.ru/san.php?org=562
563;Санаторий «Юбилейный» Братск;Иркутская область;Братск;665708, РФ, Иркутская область, город Братск, Р 03 12 01 01;http://xn--80aaadaxtbhdaohwii8akdrgo6rnc.xn--p1ai/;+7 (3953) 30-53-30, +7(3953)25-78-60;;san_bratsk@mail.ru;Воробьева Любовь Анатольевна;муниципальное учреждение здравоохранения;https://sanatoria.ru/san.php?org=563
564;Пансионат «Урал»;Краснодарский край;;353456, Краснодарский край, город-курорт Анапа, Пионерский проспект, 24;http://www.anapa-ural.ru/;+7 (86133) 3-30-37, +7 (800) 200-05-53;3-32-68;anapa-ural@mail.ru;Мальцев Игорь Александрович;акционерное общество;https://sanatoria.ru/san.php?org=564
565;Клиника восстановительной медицины «Medical Estate»;Алтайский край;Барнаул;656922, Алтайский край, г. Барнаул, пос. Пригородный, ул. Раздольная, 22;http://www.medestate.ru/;+7 (3852) 31-28-72, 31-51-77;31-28-86;info@medestate.ru;Чибитько Алла Алексеевна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=565
566;Санаторий «Енисей»;Красноярский край;Красноярск;660011, Красноярский край, г. Красноярск, ул. Лесная, 151;;+7 (391) 299-12-33, 299-12-50;299-12-33;everest@krasmail.ru;Гуралевич Марина Витальевна;Открытое акционерное общество;https://sanatoria.ru/san.php?org=566
567;Акционерное общество «Курорт Белокуриха» — сеть санаториев: «Белокуриха», «Сибирь», «Катунь»;Алтайский край;Белокуриха;659900, Алтайский край, г. Белокуриха, ул. Академика Мясникова, 2;http://www.belokurikha.ru/;+7 (38577) 23-4-23, 23-3-43;23-1-53;kurort@belokurikha.ru;Ежов Константин Петрович;акционерное общество;https://sanatoria.ru/san.php?org=567
568;Санаторий «Бирюза»;Краснодарский край;Сочи;354200, Краснодарский край, г. Сочи, ул. Победы, д. 167;http://biruza.net/;+7 (862) 270-22-41, 270-22-61;270-21-88;kobleva_f@mail.ru;Лисицкая Наталья Владимировна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=568
569;Санаторий-профилакторий «Серебряный родник»;Московская область;;142620, Московская область, Куровское, ул. Пролетарка;http://serebro-rodnik.ru/;+7 (496) 411-68-82, 411-55-39;;Serebryaniy.Rodnik@mail.ru;Цивилёв Валерий Петрович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=569
570;База отдыха «Прометей»;Рязанская область;Новомичуринск;391660, Рязанская область, г. Новомичуринск;http://www.boprometei.narod.ru/;+7 (49141) 2-21-99;2-21-99;boprometei@yandex.ru;Егоров Владимир Петрович;Общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=570
571;Санаторий «Лесная гавань»;Краснодарский край;Новороссийск;353900, Краснодарский край, г. Новороссийск, с. Широкая балка;http://www.lesgav.ru/;+7 (8617) 67-88-77, 67-88-52, 67-88-73;67-88-74;Lesnaja-gavan@mail.ru;Еремин Геннадий Елизарович;закрытое акционерное общество;https://sanatoria.ru/san.php?org=571
572;Санаторий-профилакторий «Камские зори»;Пермский край;Чайковский;617764, Пермский край, г. Чайковский, ул. Ленина, д. 63/1;http://www.kamskie-zori.ru/;+7 (34241) 2-36-59, 2-33-92;2-33-92;kamskie-zori@yandex.ru;Силкин Юрий Сергеевич;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=572
573;Пансионат с лечением «Звенигород»;Московская область;Звенигород;143069, Московская область, г. Звенигород, п/о Введенское;http://sanzven.ru/;+7 (926) 424-47-28 , +7 (495) 992-41-05, +7 (495) 992-41-57;;info@sanzven.ru;Лобанов Олег Сергеевич;Федеральное государственное учреждение;https://sanatoria.ru/san.php?org=573
574;Областной специализированный санаторно-реабилитационный центр «Красный Яр»;Нижегородская область;;606800, Нижегородская область, Уренский район, д. Красный Яр, д. 10;http://soc52.ru/kr-yar;+7 (83154) 2-70-16, 2-57-49;2-70-17;kr.yar@soc.urn.nnov.ru;Орехова Валентина Павловна;государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=574
575;Санаторий «Анапа-Океан»;Краснодарский край;Анапа;353440, Краснодарский край, г. Анапа, ул. Пушкина, д. 19;http://www.anapaokean.ru/;+7 (86133) 5-68-00, 4-68-51;5-68-00;marketing@anapaokean.ru;Шикин Иван Николаевич;открытое акционерное общество;https://sanatoria.ru/san.php?org=575
576;Пансионат с лечением «Геолог Казахстана»;Ставропольский край;Железноводск;357432, Ставропольский край, г. Железноводск, пос. Иноземцево;http://geolog-kazakhstana.ru/;+7 (918) 743-85-95, +7 (800) 550-78-84;;sanatory.geolog-kz@yandex.ru;Раев Аскар Адайбаевич;филиал иностранного юридического лица;https://sanatoria.ru/san.php?org=576
577;Санаторий «Кедр»;Иркутская область;Саянск;666303, Иркутская область, г. Саянск, ул. Автодорога Западная терр., д. 4;http://www.kurortkedr.ru/;+7 (39553) 70-465;;mail@kurortkedr.ru;Попов Александр Анатольевич;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=577
578;Детский санаторий «Большая Ельня»;Нижегородская область;;607684, Нижегородская область, Кстовский район, с. Большая Ельня, ул. Магистральная;http://www.bolshayaelnya.org.ru/;+7 (831) 261-02-87;;guznodsbe@mail.ru;Кузьмичева Наталия Леонидовна;Государственное бюджетное учреждение здравоохранения Нижегородской области;https://sanatoria.ru/san.php?org=578
579;Санаторий «Свежесть»;Самарская область;Сызрань;446020, Самарская область, г. Сызрань, ул. Курортная, 4, гора ГЭС;http://svezhest63.ru/;+7 (8464) 35-21-90, 35-23-89;35-24-92;ooosanatoriy@yandex.ru;Гайлис Павел Валентинович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=579
580;Санаторий «Белые ключи»;Республика Карелия;Петрозаводск;185034, Республика Карелия, г. Петрозаводск, ул. Судостроительная, д. 30;http://whitesprings.ru/;+7 (8142) 52-86-86, 52-59-19;52-58-38;bk-smo@mail.ru;Морозова Татьяна Евгеньевна;открытое акционерное общество;https://sanatoria.ru/san.php?org=580
581;Санаторий «Светлана»;Саратовская область;;412958, Саратовская область, Вольский р-н, п. Тополевый, ул. Санаторная, д. 5;http://sanatoriumsvetlana.ru/;+7 (84593) 62-4-25, 62-4-31;62-4-25;san_swetlana@mail.ru;;акционерное общество;https://sanatoria.ru/san.php?org=581
582;Санаторий «Кленовая гора»;Республика Марий Эл;;425025, Республика Марий Эл, Волжский район, п. Кленовая гора;;+7 (83631) 5-66-66;5-61-34;;Краснов Леонид Александрович;Учреждение;https://sanatoria.ru/san.php?org=582
583;Санаторно-гостиничный комплекс «Изовела»;Мурманская область;Апатиты;184209, Мурманская область, г. Апатиты, ул. Победы, д. 29 а;http://www.izovela.ru/;+7 (815-55) 6-11-81, 6-26-66;6-11-81;izovela@com.mels.ru;Харитонова Галина Петровна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=583
584;Санаторий для детей «Радуга» города Стерлитамак;Республика Башкортостан;Стерлитамак;453126, Республика Башкортостан, г. Стерлитамак, ул. Сазонова, д. 4;http://str-raduga.ru/;+7 (3473) 33-74-01, 25-49-23;21-06-28;str.raduga@doctorrb.ru;Фатхутдинова Гульнара Хамзовна;государственное автономное учреждение здравоохранения Республики Башкортостан;https://sanatoria.ru/san.php?org=584
585;Санаторий-профилакторий «Ковдорский»;Мурманская область;Ковдор;184142, Мурманская область, город Ковдор, ул. Кошица, д. 16;http://resort-kovdorsky.corp.eurochem.ru/;+7 (815) 357-23-75, +7 (815) 357-18-54;;spk_kdr@eurochem.ru;Калясева Елена Петровна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=585
586;Амурский областной детский санаторий «Василек»;Амурская область;Благовещенск;675901, Амурская область, г. Благовещенск, п. Мухинка;;+7 (4162) 338-150, 338-151;338-344;vasilek.blg@mail.ru;Белый Олег Владимирович;ОГУЗ;https://sanatoria.ru/san.php?org=586
587;Санаторий «Полесье»;Пензенская область;Сердобск;442894, Пензенская область, г. Сердобск, мк-н Ясенки;;+7 (84167) 2-24-24;2-24-24;serdpolesie@mail.ru;Пляченко Анатолий Иванович;общественная организация;https://sanatoria.ru/san.php?org=587
588;Санаторий «Здоровье» ЛПУ ОЛДЦ;Ставропольский край;Железноводск;357400, Ставропольский край, г. Железноводск, ул. Семашко, д. 7;;+7 (87932) 3-11-19, 3-25-81;4-99-96;zdorovyekmv@yandex.ru;- главный врач;Учреждение общественное;https://sanatoria.ru/san.php?org=588
589;Санаторий «Гай» ЛПУ;Оренбургская область;Гай;462630, Оренбургская область, г. Гай, ул. Советская, д. 11А;;+7 (35362) 4-23-05, 6-15-02;6-15-02;ni.sg@yandex.ru;Котов Сергей Александрович;лечебно-профилактическое учреждение;https://sanatoria.ru/san.php?org=589
590;Санаторий «Лесной» корпорации «Казахмыс»;Ставропольский край;;357432, Ставропольский край, п. Иноземцево, микрорайон Лесной;http://www.lesnoy-kmv.com/;+7 (87932) 5-74-27, 5-74-28;5-74-68;market@Lesnoy-kmv.ru;Бораева Алла Петровна;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=590
591;Санаторий «Литвиново» ГУП «Медицинский центр»;;;;;+7 (495) 992-28-15, +7 (49634) 38-758;992-28-15;;Александр Геннадьевич Кухта;государственное учреждение;https://sanatoria.ru/san.php?org=591
592;Санаторий «Черёха»;;Псков;180560, Псковская обл., г. Псков, ул. Санаторная, д. 3;http://www.cherekha.ru/;+7 (8112) 678-952, 678-404;678-404;kurort_chereha@mail.ru;;Учреждение;https://sanatoria.ru/san.php?org=592
593;Детский психоневрологический санаторий «Теремок»;Калининградская область;Зеленоградск;238326, Калининградская область, г. Зеленоградск, ул. Октябрьская, д. 13.;http://santeremok.ru/;+7 (40150) 3-20-08, 3-20-62;3-20-08;sekretar_terem@mail.ru;Шуляк Галина Алексеевна;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=593
594;Санаторий «Нукутская Мацеста»;Иркутская область;;669401, Иркутская область, Нукутский район, пос. Новонукутский, ул. Ленина, 28;http://nukutrb.ru/nukutskaya-matsesta.html;+7 (39) 492-14-73, 492-14-79;492-12-82;nukuticrb2006@bk.ru;Дульбеев Александр Васильевич;Областное государственное бюджетное учреждение здравоохранения;https://sanatoria.ru/san.php?org=594
595;Санаторий «Актёр-Плёс»;Ивановская область;Плёс;155555, Ивановская область, Приволжский р-он, г. Плёс, ул. Ленина, д. 39;http://actorples.ru/;+7 (49339) 4-38-65, 4-32-75;4-34-81;pslp@bk.ru;Королёв Леонид Александрович;частное учреждение;https://sanatoria.ru/san.php?org=595
596;Санаторий им.;Костромская область;Солигалич;157170, Костромская область, г. Солигалич, ул. Валовая, д. 7;;+7 (49436) 5-12-81, 5-13-81;5-11-50, 5-12-81;sanatborodina@rambler.ru;Разумова Людмила Викторовна;собственность общественных организаций;https://sanatoria.ru/san.php?org=596
597;Санаторий «Голубые ели»;;Новокуйбышевск;446208, Самарская обл., г. Новокуйбышевск, ул. Миронова, д. 31а, а/я 745;;+7 (84635) 3-74-71, 3-74-72;3-49-45;olgabelyashina@yandex.ru;- главный врач;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=597
598;Центр реабилитации Фонда социального страхования «Вольгинский»;Владимирская область;;601125, Владимирская область, Петушинский район, поселок Вольгинский;http://www.volgafss.ru/;+7 (49243) 7-20-38, 7-13-87;7-11-38;Elenavolga63@mail.ru;Дегтярёв Иван Иванович;Федеральное государственное учреждение;https://sanatoria.ru/san.php?org=598
599;Санаторий-профилакторий «Родник»;Пермский край;Пермь;614032, Пермский край, г. Пермь, ул. Кировоградская, д. 110;http://rodnikperm.ru/;+7 (342) 252-84-48, 252-26-46;252-19-90, 252-84-48;rodnikperm@mail.ru;Чичерин Алексей Владимирович;ООО;https://sanatoria.ru/san.php?org=599
600;Санаторий «Озеры» ЛПУ;Московская область;;140570, Московская область, Озёрский район, д. Тарбушево;http://sanatoriy-ozery.ru/;+7 (496) 702-55-96, 702-55-97;;sanat-ozery@yandex.ru;Харламов Василий Иванович;общественные организации;https://sanatoria.ru/san.php?org=600
601;Санаторий «Юбилейный» ФГУП «Базальт»;Костромская область;Нерехта;157800, Костромская область, г. Нерехта, ул. Октябрьская, д. 39;http://ubileynyisan.ru/;+7 (49431) 7-50-51, 7-62-10;7-50-51;sanprof@mail.ru;Журавлев Алексей Мефодьевич;"центр оздоровления и реабилитации сотрудников АО ""НПО ""Базальт""";https://sanatoria.ru/san.php?org=601
602;Реабилитационный центр «Лесной»;;Новосибирск;630123, Город Новосибирск, Лесное шоссе, 1;http://www.rc-lesnoy.ru/;+7 (383) 2-333-900, 240-30-10;240-30-10;revitalpark@yandex.ru;Кондранина Светлана Георгиевна;Закрытое акционерное общество (ЗАО);https://sanatoria.ru/san.php?org=602
603;Пансионат с лечением «Верхневолжский»;Тверская область;;171267, Тверская область, Канаковский район, п/о Родчино — 1;http://www.volgapansion.ru/;+7 (48242) 57-335, 57-086;57-335;sale2volga@yandex.ru;Калинин Виктор Владимирович;ЗАО;https://sanatoria.ru/san.php?org=603
604;Санаторий «Щелыково» СТД РФ;Костромская область;;157925, Костромская область, Островский р-он, с. Щелыково;http://www.schelykovo.ru/;+7 (494 38) 23-1-33, 23-1-48;23-1-25, 23-2-52;schelykovo@bk.ru;Семенов Хусей Халилович;общественная организация;https://sanatoria.ru/san.php?org=604
605;Санаторий Центросоюза в г. Ессентуки;Ставропольский край;Ессентуки;357600, Ставропольский край, г. Ессентуки, ул. Гааза, д. 18;http://www.kurortcenter.ru/;+7 (879-34) 6-53-12, 6-02-61;6-53-12, 6-02-61;s-centrosoyuz@yandex.ru;Кюльбяков Одиссей Андреевич;учреждение;https://sanatoria.ru/san.php?org=605
606;Самарский филиал ФГУП санаторий «Можайский» при Спецстрое России;;Самара;443031, г. Самара, Студеный Овраг 3-я линия, д. 34А;http://xn----7sbbaa5aphbisir2bhe.xn--p1ai/;+7 (846) 952-18-93, 952-65-76;998-34-45;mvs@sama.ru;;федеральная собственность;https://sanatoria.ru/san.php?org=606
607;Санаторий-профилакторий «Сыктывкарского государственного университета» ГОУВПО;Республика Коми;Сыктывкар;167001, Республика Коми, г. Сыктывкар, ул. Старовского, д. 24;http://www.profilac.ru/;+7 (8212) 32-13-09, 32-23-01;32-13-09;sanator@syktsu.ru;Филиппова Марина Анатольевна;государственная собственность;https://sanatoria.ru/san.php?org=607
608;Санаторий «Фрунзенец»;;Самара;443001, г. Самара, ул. Советской Армии, д. 241;;+7 (846) 926-11-94, 926-19-04;926-04-92;san-frunzenec@ya.ru;Федосеева Галина Георгиевна;ООО;https://sanatoria.ru/san.php?org=608
